visit_date,attendance,Cardio,Flexibility,Strength,day_of_week,month,week_of_year,day_of_month,is_weekend,is_holiday,is_promotion_day,is_special_day,sin_dow,cos_dow,sin_month,cos_month,trend,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,rolling_mean_3,rolling_std_3,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_21,rolling_std_21,cardio_lag_1,cardio_lag_7,strength_lag_1,strength_lag_7,flexibility_lag_1,flexibility_lag_7
2023-07-19,224,73,30,121,2,7,29,19,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,199,224.0,252.0,310.0,228.0,218.0,226.0,246.0,233.33333333333334,16.165807537309632,257.2857142857143,40.31010744099813,256.57142857142856,38.74118120139241,257.0,37.38983819167958,88.0,93.0,97.0,101.0,39.0,34.0
2023-07-20,247,82,34,131,3,7,29,20,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,200,224.0,224.0,252.0,224.0,240.0,245.0,257.0,231.66666666666666,13.279056191361537,260.57142857142856,38.016913529188066,257.07142857142856,38.555582825746086,257.0952380952381,37.36027939122588,73.0,89.0,121.0,99.0,30.0,36.0
2023-07-21,233,75,42,116,4,7,29,21,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,201,247.0,224.0,224.0,250.0,236.0,256.0,247.0,234.66666666666666,11.59022576714261,258.14285714285717,39.325261480074616,256.85714285714283,38.68980613677327,256.0,37.729298959826714,82.0,96.0,131.0,117.0,34.0,37.0
2023-07-22,316,103,63,150,5,7,29,22,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,202,233.0,247.0,224.0,317.0,335.0,292.0,330.0,265.3333333333333,44.43347086750402,258.0,39.07684736516049,255.5,35.97595350743647,257.14285714285717,39.20878181515657,75.0,133.0,116.0,117.0,42.0,67.0
2023-07-23,297,114,58,125,6,7,29,23,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,203,316.0,233.0,247.0,310.0,283.0,324.0,349.0,282.0,43.4856298103177,256.14285714285717,36.411667413201165,256.5,36.97972417420119,255.85714285714286,37.30319787134278,103.0,124.0,150.0,126.0,63.0,60.0
2023-07-24,239,92,34,113,0,7,30,24,0,0,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,204,297.0,316.0,233.0,252.0,249.0,228.0,235.0,284.0,40.11234224026305,254.28571428571428,36.985196523809556,255.78571428571428,37.23145603762118,256.3809523809524,36.96819740057121,114.0,84.0,125.0,115.0,58.0,53.0
2023-07-25,249,95,39,115,1,7,30,25,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,205,239.0,297.0,316.0,224.0,220.0,242.0,262.0,261.6666666666667,31.005375877955892,257.85714285714283,34.71036622983939,257.85714285714283,35.869114940201776,256.7142857142857,36.86345460906055,92.0,88.0,113.0,97.0,34.0,39.0
2023-07-26,228,74,39,115,2,7,30,26,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,206,249.0,239.0,297.0,224.0,228.0,218.0,226.0,238.66666666666666,10.503967504392534,258.42857142857144,34.08742262114329,257.85714285714283,35.869114940201776,257.1904761904762,36.40002616430222,95.0,73.0,115.0,121.0,39.0,30.0
2023-07-27,241,87,34,120,3,7,30,27,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,207,228.0,249.0,239.0,247.0,224.0,240.0,245.0,239.33333333333334,10.598742063723137,257.57142857142856,34.495686410802605,259.07142857142856,34.90969511735691,257.23809523809524,36.37705975186089,74.0,82.0,115.0,131.0,39.0,34.0
2023-07-28,229,92,40,97,4,7,30,28,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,208,241.0,228.0,249.0,233.0,250.0,236.0,256.0,232.66666666666666,7.234178138070393,257.0,35.000000000000725,257.57142857142856,35.770022441906654,256.9047619047619,36.612709216752286,87.0,75.0,120.0,116.0,34.0,42.0
2023-07-29,316,127,64,125,5,7,30,29,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,209,229.0,241.0,228.0,316.0,317.0,335.0,292.0,262.0,47.148700936505094,257.0,35.000000000000725,257.5,35.64299478050458,256.0,34.77499101365781,92.0,103.0,97.0,150.0,40.0,63.0
2023-07-30,315,107,75,133,6,7,30,30,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,210,316.0,229.0,241.0,297.0,310.0,283.0,324.0,286.6666666666667,49.943301185777905,259.57142857142856,38.87525838223798,257.85714285714283,36.229730976001,257.5238095238095,36.666904761131484,127.0,114.0,125.0,125.0,64.0,58.0
2023-07-31,247,82,38,127,0,7,31,31,0,0,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,211,315.0,316.0,229.0,239.0,252.0,249.0,228.0,292.6666666666667,39.55165398985639,260.7142857142857,38.282782403731815,257.5,36.3164510295901,257.42857142857144,36.692739647744006,107.0,92.0,133.0,113.0,75.0,34.0
2023-08-01,220,89,36,95,1,8,31,1,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,212,247.0,315.0,316.0,249.0,224.0,220.0,242.0,260.6666666666667,48.952357791360065,256.57142857142856,41.21835005131127,257.2142857142857,36.61479014200214,257.42857142857144,36.692739647744006,82.0,95.0,127.0,115.0,38.0,39.0
2023-08-02,253,98,37,118,2,8,31,2,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,213,220.0,247.0,315.0,228.0,224.0,228.0,218.0,240.0,17.57839583124699,260.14285714285717,39.37185361578633,259.2857142857143,35.39106486851551,258.6190476190476,36.090824582539,89.0,74.0,95.0,115.0,36.0,39.0
2023-08-03,251,99,44,108,3,8,31,3,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,214,253.0,220.0,247.0,241.0,247.0,224.0,240.0,241.33333333333334,18.502252115170595,261.57142857142856,38.73782450808379,259.57142857142856,35.30028172847761,259.9047619047619,35.26741380070927,98.0,87.0,118.0,120.0,37.0,34.0
2023-08-04,249,90,41,118,4,8,31,4,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,215,251.0,253.0,220.0,229.0,233.0,250.0,236.0,251.0,1.9999999999998472,264.42857142857144,36.61446500522842,260.7142857142857,34.62642070715671,259.85714285714283,35.282128215692346,99.0,92.0,108.0,97.0,44.0,40.0
2023-08-05,303,127,56,120,5,8,31,5,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,216,249.0,251.0,253.0,316.0,316.0,317.0,335.0,267.6666666666667,30.615900008546685,262.57142857142856,33.782920452290135,259.7857142857143,33.17361920244777,259.1904761904762,34.26604594583225,90.0,127.0,118.0,125.0,41.0,64.0
2023-08-06,330,138,72,120,6,8,31,6,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,217,303.0,249.0,251.0,315.0,297.0,310.0,283.0,294.0,41.24318125460244,264.7142857142857,37.88893543729458,262.14285714285717,36.975786552942886,260.14285714285717,35.98372648057111,127.0,107.0,120.0,133.0,56.0,75.0
2023-08-07,215,84,47,84,0,8,32,7,0,0,0,0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,218,330.0,303.0,249.0,247.0,239.0,252.0,249.0,282.6666666666667,60.135957075058904,260.14285714285717,42.08098767626032,260.42857142857144,38.64973735748017,258.3809523809524,37.28468343767452,138.0,82.0,120.0,127.0,72.0,38.0
2023-08-08,258,110,44,104,1,8,32,8,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,219,215.0,330.0,303.0,220.0,249.0,224.0,220.0,267.6666666666667,58.1062245661627,265.57142857142856,38.3225657755205,261.07142857142856,38.51965389594949,260.0,36.445850243888984,84.0,89.0,84.0,95.0,47.0,36.0
2023-08-09,238,85,35,118,2,8,32,9,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,220,258.0,215.0,330.0,253.0,228.0,224.0,228.0,237.0,21.517434791350095,263.42857142857144,39.54262317574665,261.7857142857143,37.94769390262698,260.6666666666667,35.87803413417904,110.0,98.0,104.0,118.0,44.0,37.0
2023-08-10,226,84,35,107,3,8,32,10,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,221,238.0,258.0,215.0,251.0,241.0,247.0,224.0,240.66666666666666,16.1658075373096,259.85714285714283,41.91033512722417,260.7142857142857,38.78228892246994,259.6666666666667,36.56409896788537,85.0,99.0,118.0,108.0,35.0,44.0
2023-08-11,250,95,40,115,4,8,32,11,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,222,226.0,238.0,258.0,249.0,229.0,233.0,250.0,238.0,12.000000000000128,260.0,41.86884283091724,262.2142857142857,37.856365324795725,260.4761904761905,36.129792481577965,84.0,90.0,107.0,118.0,35.0,41.0
2023-08-12,313,130,60,123,5,8,32,12,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,223,250.0,226.0,238.0,303.0,316.0,316.0,317.0,263.0,44.93328387732192,261.42857142857144,43.710628542942466,262.0,37.535624104616645,260.3333333333333,35.904502967362134,95.0,127.0,115.0,120.0,40.0,56.0
2023-08-13,319,116,57,146,6,8,32,13,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,224,313.0,250.0,226.0,330.0,315.0,297.0,310.0,294.0,38.22302970723268,259.85714285714283,40.94479442464256,262.2857142857143,37.98264496689665,261.3809523809524,37.32087377122355,130.0,138.0,123.0,120.0,60.0,72.0
2023-08-14,231,85,40,106,0,8,33,14,0,0,0,0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,225,319.0,313.0,250.0,215.0,247.0,239.0,252.0,287.6666666666667,49.16638417997939,262.14285714285717,38.390226930946525,261.14285714285717,38.71167016021664,261.0,37.60053191113103,116.0,84.0,146.0,84.0,57.0,47.0
2023-08-15,228,78,41,109,1,8,33,15,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,226,231.0,319.0,313.0,258.0,220.0,249.0,224.0,259.3333333333333,51.694616096198395,257.85714285714283,40.54392092298886,261.7142857142857,38.11203841999891,260.0,38.20994634908537,85.0,110.0,106.0,104.0,40.0,44.0
2023-08-16,246,89,51,106,2,8,33,16,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,227,228.0,231.0,319.0,238.0,253.0,228.0,224.0,235.0,9.643650760993374,259.0,40.000000000000625,261.2142857142857,38.280701246347206,260.85714285714283,37.65406447421784,78.0,85.0,109.0,118.0,41.0,35.0
2023-08-17,246,100,36,110,3,8,33,17,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,228,246.0,228.0,231.0,226.0,251.0,241.0,247.0,240.0,10.392304845413594,261.85714285714283,37.90966706715987,260.85714285714283,38.40644405636827,261.0952380952381,37.53785391029246,89.0,84.0,106.0,107.0,51.0,35.0
2023-08-18,240,93,39,108,4,8,33,18,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,229,246.0,246.0,228.0,250.0,249.0,229.0,233.0,244.0,3.4641016151386057,260.42857142857144,38.61285253581288,260.2142857142857,38.694421326054766,261.6190476190476,37.14226189999206,100.0,95.0,110.0,115.0,36.0,40.0
2023-08-19,330,126,72,132,5,8,33,19,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,230,240.0,246.0,246.0,313.0,303.0,316.0,316.0,272.0,50.3189825016365,262.85714285714283,42.78016897048099,262.14285714285717,41.557850582711154,262.2857142857143,38.275505035391355,93.0,130.0,108.0,123.0,39.0,60.0
2023-08-20,317,113,67,137,6,8,33,20,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,231,330.0,240.0,246.0,319.0,330.0,315.0,297.0,295.6666666666667,48.64497233356524,262.57142857142856,42.34720432668209,261.2142857142857,40.04262838416191,262.3809523809524,38.41546067727943,126.0,116.0,132.0,146.0,72.0,57.0
2023-08-21,255,88,50,117,0,8,34,21,0,0,0,0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,232,317.0,330.0,240.0,231.0,215.0,247.0,239.0,300.6666666666667,40.07908847932207,266.0,40.286474156967934,264.07142857142856,37.858977770169645,262.76190476190476,38.29478392928284,113.0,85.0,137.0,106.0,67.0,40.0
2023-08-22,221,90,35,96,1,8,34,22,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,233,255.0,317.0,330.0,228.0,258.0,220.0,249.0,264.3333333333333,48.675798230058184,265.0,41.456804829445225,261.42857142857144,39.568274559909135,262.8095238095238,38.23953327071197,88.0,78.0,117.0,109.0,50.0,41.0
2023-08-23,224,86,36,102,2,8,34,23,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,234,221.0,255.0,317.0,246.0,238.0,253.0,228.0,233.33333333333334,18.823743871327636,261.85714285714283,43.899235268315394,260.42857142857144,40.374619380371755,261.42857142857144,39.12489160185784,90.0,89.0,96.0,106.0,35.0,51.0
2023-08-24,236,84,38,114,3,8,34,24,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,235,224.0,221.0,255.0,246.0,226.0,251.0,241.0,227.0,7.937253933194604,260.42857142857144,44.657426194147874,261.14285714285717,39.80308674318758,260.7142857142857,39.46028745098379,86.0,100.0,102.0,110.0,36.0,36.0
2023-08-25,227,72,46,109,4,8,34,25,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,236,236.0,224.0,221.0,240.0,250.0,249.0,229.0,229.0,6.244997998399418,258.57142857142856,45.90155096456364,259.5,40.761501444377636,259.6666666666667,40.07409803518123,84.0,93.0,114.0,108.0,38.0,39.0
2023-08-26,356,127,83,146,5,8,34,26,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,237,227.0,236.0,224.0,330.0,313.0,303.0,316.0,273.0,72.02083032012338,262.2857142857143,53.12787807330044,262.57142857142856,46.341067159642606,262.1904761904762,44.37749322305044,72.0,126.0,109.0,132.0,46.0,72.0
2023-08-27,315,108,63,144,6,8,34,27,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,238,356.0,227.0,236.0,317.0,319.0,330.0,315.0,299.3333333333333,65.91155690266565,262.0,52.788887719544874,262.2857142857143,45.97729970226709,261.4761904761905,43.34007273600135,127.0,113.0,146.0,137.0,83.0,67.0
2023-08-28,260,103,52,105,0,8,35,28,0,0,0,0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,239,315.0,356.0,227.0,255.0,231.0,215.0,247.0,310.3333333333333,48.16983841921549,262.7142857142857,52.71215636427215,264.35714285714283,45.10433569958769,263.6190476190476,42.01960993450085,108.0,88.0,144.0,117.0,63.0,50.0
2023-08-29,236,85,41,110,1,8,35,29,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,240,260.0,315.0,356.0,221.0,228.0,258.0,220.0,270.3333333333333,40.50102879351756,264.85714285714283,51.011203251275134,264.92857142857144,44.656749486782815,262.57142857142856,42.43886359054783,103.0,90.0,105.0,96.0,52.0,35.0
2023-08-30,248,95,45,108,2,8,35,30,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,241,236.0,260.0,315.0,224.0,246.0,238.0,253.0,248.0,12.000000000000483,268.2857142857143,48.55482909630587,265.07142857142856,44.594694899582116,263.04761904761904,42.20482933323629,85.0,86.0,110.0,102.0,41.0,36.0
2023-08-31,241,92,35,114,3,8,35,31,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,242,248.0,236.0,260.0,236.0,246.0,226.0,251.0,241.66666666666666,6.027713773342796,269.0,48.03470967262502,264.7142857142857,44.77882152472147,263.76190476190476,41.6700189127682,95.0,84.0,108.0,114.0,45.0,38.0
2023-09-01,384,149,56,179,4,9,35,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,243,241.0,248.0,236.0,227.0,240.0,250.0,249.0,291.0,80.61637550770938,291.42857142857144,60.254618475425325,275.0,54.21041625711092,270.14285714285717,49.06147746887119,92.0,72.0,114.0,109.0,35.0,46.0
2023-09-02,322,122,71,129,5,9,35,2,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,244,384.0,241.0,248.0,356.0,330.0,313.0,303.0,315.6666666666667,71.7100643796485,286.57142857142856,55.352979874189295,274.42857142857144,53.62507204329293,270.57142857142856,49.491990694021666,149.0,127.0,179.0,146.0,56.0,83.0
2023-09-03,371,146,73,152,6,9,35,3,1,0,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,245,322.0,384.0,241.0,315.0,317.0,319.0,330.0,359.0,32.69556544854346,294.57142857142856,63.58159362283289,278.2857142857143,58.63108727973925,273.04761904761904,53.198191877615585,122.0,108.0,129.0,144.0,71.0,63.0
2023-09-04,284,119,36,129,0,9,36,4,0,0,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,246,371.0,322.0,384.0,260.0,255.0,231.0,215.0,325.6666666666667,43.61574639202371,298.0,62.03493639340132,280.35714285714283,58.25620751718843,275.57142857142856,52.35415115210186,146.0,103.0,152.0,105.0,73.0,52.0
2023-09-05,290,107,66,117,1,9,36,5,0,0,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,247,284.0,371.0,322.0,236.0,221.0,228.0,258.0,315.0,48.59012245302535,305.7142857142857,56.1151027968832,285.2857142857143,55.711383412712436,278.5238095238095,51.274378638476854,119.0,85.0,129.0,110.0,36.0,41.0
2023-09-06,281,106,53,122,2,9,36,6,0,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,248,290.0,284.0,371.0,248.0,224.0,246.0,238.0,285.0,4.58257569495628,310.42857142857144,51.66835634717878,289.35714285714283,52.899915868563625,280.1904761904762,50.73028587305508,107.0,95.0,117.0,108.0,66.0,45.0
2023-09-07,270,103,42,125,3,9,36,7,0,0,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,249,281.0,290.0,284.0,241.0,236.0,246.0,226.0,280.3333333333333,10.016652800878076,314.57142857142856,46.02845910541701,291.7857142857143,51.00856424536607,281.3333333333333,50.188976213241496,106.0,92.0,122.0,114.0,53.0,35.0
2023-09-08,277,110,44,123,4,9,36,8,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,250,270.0,281.0,290.0,384.0,227.0,240.0,250.0,276.0,5.567764362830596,299.2857142857143,35.74779380471995,295.35714285714283,47.77126130419228,283.0952380952381,49.30710370920669,103.0,149.0,125.0,179.0,42.0,56.0
2023-09-09,374,152,73,149,5,9,36,9,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,251,277.0,270.0,281.0,322.0,356.0,330.0,313.0,307.0,58.12916651733448,306.7142857142857,45.36413519405795,296.64285714285717,49.73097957682255,285.1904761904762,52.24712341136011,110.0,122.0,123.0,129.0,44.0,71.0
2023-09-10,324,132,63,129,6,9,36,10,1,0,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,252,374.0,277.0,270.0,371.0,315.0,317.0,319.0,325.0,48.50773134253958,300.0,36.963946398258734,297.2857142857143,50.043717151842735,285.5238095238095,52.48201506003645,152.0,146.0,149.0,152.0,73.0,73.0
2023-09-11,281,113,40,128,0,9,37,11,0,0,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,253,324.0,374.0,277.0,284.0,260.0,255.0,231.0,326.3333333333333,46.54388610046792,299.57142857142856,37.197030091380405,298.7857142857143,49.14684209501258,286.76190476190476,52.03066861179534,132.0,119.0,129.0,129.0,63.0,36.0
2023-09-12,274,93,48,133,1,9,37,12,0,0,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,254,281.0,324.0,374.0,290.0,236.0,221.0,228.0,293.0,27.073972741361864,297.2857142857143,38.356721643515215,301.5,46.38426457323662,289.2857142857143,49.924085226614565,113.0,107.0,128.0,117.0,40.0,66.0
2023-09-13,273,102,38,133,2,9,37,13,0,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,255,274.0,281.0,324.0,281.0,248.0,224.0,246.0,276.0,4.35889894354166,296.14285714285717,39.03600291794151,303.2857142857143,44.61360360219336,291.6190476190476,47.82099558821008,93.0,106.0,133.0,122.0,48.0,53.0
2023-09-14,252,93,39,120,3,9,37,14,0,0,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,256,273.0,274.0,281.0,270.0,241.0,236.0,246.0,266.3333333333333,12.423096769056588,293.57142857142856,41.55661657248334,304.07142857142856,43.51562811347096,292.3809523809524,47.011143562432174,102.0,103.0,133.0,125.0,38.0,42.0
2023-09-15,264,102,44,118,4,9,37,15,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,257,252.0,273.0,274.0,277.0,384.0,227.0,240.0,263.0,10.5356537528533,291.7142857142857,42.695488776974784,295.5,38.03389176874929,294.14285714285717,45.09244472667855,93.0,110.0,120.0,123.0,39.0,44.0
2023-09-16,303,112,64,127,5,9,37,16,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,258,264.0,252.0,273.0,374.0,322.0,356.0,330.0,273.0,26.66458325194695,281.57142857142856,24.405307775544934,294.14285714285717,37.34837478259409,291.6190476190476,42.88645029665673,102.0,152.0,118.0,149.0,44.0,73.0
2023-09-17,338,138,59,141,6,9,37,17,1,0,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,259,303.0,264.0,252.0,324.0,371.0,315.0,317.0,301.6666666666667,37.018013633004905,283.57142857142856,28.6638979836845,291.7857142857143,32.90120075299718,292.7142857142857,43.79742327710929,112.0,132.0,127.0,129.0,64.0,63.0
2023-09-18,254,92,52,110,0,9,38,18,0,0,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,260,338.0,303.0,264.0,281.0,284.0,260.0,255.0,298.3333333333333,42.193996413392014,279.7142857142857,30.80429778301706,289.64285714285717,34.39053345339094,292.42857142857144,44.04040352741028,138.0,113.0,141.0,128.0,59.0,40.0
2023-09-19,264,104,49,111,1,9,38,19,0,0,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,261,254.0,338.0,303.0,274.0,290.0,236.0,221.0,285.3333333333333,45.883911486852796,278.2857142857143,31.340677963919738,287.7857142857143,35.065166961900296,293.76190476190476,42.64845221330389,92.0,93.0,110.0,133.0,52.0,48.0
2023-09-20,264,102,36,126,2,9,38,20,0,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,262,264.0,254.0,338.0,273.0,281.0,248.0,224.0,260.6666666666667,5.773502691897524,277.0,31.77525242490918,286.57142857142856,35.608370419833214,294.5238095238095,41.926863760146595,104.0,102.0,111.0,133.0,49.0,38.0
2023-09-21,270,94,44,132,3,9,38,21,0,0,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,263,264.0,264.0,254.0,252.0,270.0,241.0,236.0,266.0,3.464101615139699,279.57142857142856,30.09904285774564,286.57142857142856,35.608370419833214,295.9047619047619,40.53011813689254,102.0,93.0,126.0,120.0,36.0,39.0
2023-09-22,265,92,53,120,4,9,38,22,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,264,270.0,264.0,264.0,264.0,277.0,384.0,227.0,266.3333333333333,3.2145502536664097,279.7142857142857,30.015075577196033,285.7142857142857,35.99877897807225,290.23809523809524,35.618681561653354,94.0,102.0,132.0,118.0,44.0,44.0
2023-09-23,330,128,53,149,5,9,38,23,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,265,265.0,270.0,264.0,303.0,374.0,322.0,356.0,288.3333333333333,36.170890690351285,283.57142857142856,34.85138516069444,282.57142857142856,28.923544536785883,290.6190476190476,36.01593562643636,92.0,112.0,120.0,127.0,53.0,64.0
2023-09-24,363,141,65,157,6,9,38,24,1,0,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,266,330.0,265.0,270.0,338.0,324.0,371.0,315.0,319.3333333333333,49.863146043278626,287.14285714285717,41.92226366116472,285.35714285714283,34.551204237851444,290.23809523809524,35.155233980027276,128.0,138.0,149.0,141.0,53.0,59.0
2023-09-25,275,111,41,123,0,9,39,25,0,0,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,267,363.0,330.0,265.0,254.0,281.0,284.0,260.0,322.6666666666667,44.45597072760116,290.14285714285717,39.85569207122377,284.92857142857144,34.646487857777586,289.8095238095238,35.28968552937095,141.0,92.0,157.0,110.0,65.0,52.0
2023-09-26,245,94,50,101,1,9,39,26,0,0,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,268,275.0,363.0,330.0,264.0,274.0,290.0,236.0,294.3333333333333,61.32971003790364,287.42857142857144,42.492576382458495,282.85714285714283,36.182990357470445,287.6666666666667,36.61875657819803,111.0,104.0,123.0,111.0,41.0,49.0
2023-09-27,256,98,43,115,2,9,39,27,0,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,269,245.0,275.0,363.0,264.0,273.0,281.0,248.0,258.6666666666667,15.176736583776755,286.2857142857143,43.32710577961697,281.64285714285717,36.81890639511005,286.4761904761905,37.247307349147974,94.0,102.0,101.0,126.0,50.0,36.0
2023-09-28,261,105,37,119,3,9,39,28,0,0,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,270,256.0,245.0,275.0,270.0,252.0,270.0,241.0,254.0,8.185352771873392,285.0,44.0189353195496,282.2857142857143,36.336945749108224,286.04761904761904,37.49730149020869,98.0,94.0,115.0,132.0,43.0,44.0
2023-09-29,281,101,51,129,4,9,39,29,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,271,261.0,256.0,245.0,265.0,264.0,277.0,384.0,266.0,13.228756555323438,287.2857142857143,43.215407305398045,283.5,35.96098313022485,286.23809523809524,37.459184136743616,105.0,92.0,119.0,120.0,37.0,53.0
2023-09-30,319,124,64,131,5,9,39,30,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,272,281.0,261.0,256.0,330.0,303.0,374.0,322.0,287.0,29.46183972531262,285.7142857142857,41.5720831236314,284.64285714285717,36.87110009177961,283.6190476190476,32.62740595032965,101.0,128.0,129.0,149.0,51.0,53.0
2023-10-01,332,140,67,125,6,10,39,1,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,273,319.0,281.0,261.0,363.0,338.0,324.0,371.0,310.6666666666667,26.501572280401344,281.2857142857143,32.663508107746026,284.2142857142857,36.232536528605216,284.0,33.16474031256672,124.0,141.0,131.0,157.0,64.0,65.0
